word,frequency,example_sentence
つたない,1,それ以来、つたない手でいろいろと直せるように頑張ったっけ。
つっ,1,ハァ指輪っつったか今。
つつか,1,ロザリンデか読書中に脇腹をつつかないでくれ。
つて,1,かつて。
つない,1,エルトリンデゼノイラとの戦いが終わると、戦場となったエルヘイムの各地や焼かれた森を元に戻すため人間たちの手も借りて、環境回復に努める国中の森がかつての姿を取り戻すころにはエルフと人間との間に絆が生まれ彼女は両者をつないだ偉大な巫女として双方からの支持を得たという。
つぶさ,1,「フェザーボウ」の攻撃で視界をつぶされてしまった。
つべこべ,1,発掘班をもっと働かせろつべこべ言うな行け。
つまむ,1,それも違うな、朝食をつまむだけなら帯刀する必要はない。
つまもう,1,ついでにちょっくら朝飯つまもうと思ってたのもバレてんの。
つまん,1,そうかい60つまんねぇやつだぜ。
つゆ,1,殺した相手をつゆほども思わぬ男だったのだ。
つるみ,1,背信者ナイジェルは反乱軍とつるみあろうことかこの聖地を侵すつもりだ。
づけ,1,やめろ近づけるな。
づらかっ,1,剣が安物で扱いづらかったよだが、次第に手に馴染んだ。
づれえ,1,ったく、意地悪の言いづれえ嬢ちゃんだったな。
てか,1,ですが、殿下とお話してから。
てきぱき,1,オクリース様はなんでも一人でてきぱきとこなしてしまうでしょう。
てきめん,1,アンタが振ると効果てきめんだ気軽に近づこうなんて到底思えない。
てこ,1,なんてこと。
てよう,1,ガレリウスを倒すためこの武具を役立てよう。
てらし,1,ジョセフ様も筋が良いと褒めてらしたのに。
てわけ,1,まぁなんだ取って食おうってわけじゃない。
てー,1,わあ、立ったまま気絶してる大変、誰か来てー。
できりゃ,1,修復できりゃあ、グランコリヌ城にすぐ行けるようになるんだがな。
できる限り,1,できる限り多くの民を救いたいただの自己満足にすぎんよ。
でけえ,1,とはいえお前はもう大人だし俺も図体のでけえ狼族だ。
でっ,1,でっか。
でっかく,1,そうだな夢はでっかくいこう。
でっけえ,1,あのでっけえ飛竜、突然襲ってきそうでホント怖えわ。
でっち上げ,1,爪痕そんなでっち上げで人々を煽って混乱へ導くわけか。
でつ,1,懐かしい顔を見たものでつい20な。
でよう,1,これでようやくお前のもとに行けるのだな。
とか,1,たとえば私とか。
とかす,1,虫も自分でなんとかする。
とがっ,1,獣人を雇うには勲章が多く必要だがそのぶん、とがった強さがあるぜ。
とことん,1,アタシが稽古をつけてやってもいいよとことん可愛がってやるからさ。
とっさ,1,あ、ああだがとっさに斬っちまった。
とっ捕まえ,1,ちょうどいい、とっ捕まえて人質にでもしてやらぁ。
とどまら,1,解放軍はコルニア奪還にとどまらずわが国にも援軍を派遣してくれた。
とどろい,1,おかげで、今や王子の名声はコルニア中にとどろいています。
とびっきり,1,敵の総大将がいきなり現れたとびっきりの武勲を立てる好機よ。
とぼける,1,とぼけるつもりか、白々しいならもう一度訊いてやる。
ともあれ,1,何はともあれ神樹が無事でよかったわ。
ともこ,1,バストリアスが落ちようともここは通さん。
ともし,1,あれは物理攻撃をものともしません厳しい戦いになるかと。
ともだち,1,それはつまり、アレイン様と私がお、おともだちに。
とり,1,色とりどりの胞子が精霊のように舞い踊る。
とりあい,1,そして俺と手をとりあい共に人生を歩む、お姫様としても。
とりどり,1,色とりどりの胞子が精霊のように舞い踊る。
とろう,1,なら、俺は舵をとろうこれからもよろしく頼む、マゼラン。
とろけ,1,黄身がとろけて25お肉のうまみと25ほのかに甘いパンが合わさって。
どい,1,ひどい話。
どうり,1,なるほど、どうりで飽きないわけだクロエが担当した食事は評判がいい。
どぉ,1,へへっ、どぉんと任せとけ今や俺もちょっとやそっとじゃやられねえぜ。
どき,1,皆の者勝どきをあげよ。
どける,1,っ、今どける。
どさくさ,1,いったんどさくさ紛れに様子を見るとしよう。
どり,1,どりゃー。
どん底,1,毎日こき使われて人生どん底の気分だった。
なぁに,1,なぁに、エルトリンデもしかして一人で寂しがっていたの。
ないがしろ,1,そっか、母さんのそりゃないがしろにはできないな。
なおし,1,おにいちゃんがおうちをなおしてくれたの。
なおっ,1,家がなおったのはデンカさんのおかげなんだよね。
なから,1,みんなからの言葉も嬉しく思えたんだよね。
なぎ倒そう,1,もっと前線に出て俺と一緒に敵をなぎ倒そうぜ。
なくし,1,だけど、ほどなくして死んでしまった。
なくなら,1,これでおっさんの栄転もなくならないだろ。
なそう,1,そうかなそうだといいな。
なっち,1,なっち、違う。
なな,1,ななるほど。
なにゆえ,1,ホドリック、本当にお前なのかなにゆえゼノイラ軍に。
なびく,1,勇ましく槍を振りかぶる姿なびく赤毛、つぶらな瞳。
なまっ,1,はぁはぁ少しなまったか。
なまる,1,最近やっていないから、少し練習しておかないと腕がなまると思ってな。
なめ,1,明らかになめられてると思うんだけど。
なやめ,1,なやめてくれ子供じゃないんだから。
なれれ,1,でも、そうですねぇ王宮付きの学者にでもなれれば。
なわ,1,そんなわけ。
なんせ,1,言いたいことはわかるなんせ騎士団領は広いからな。
なんたる,1,ここれは、なんたる。
なんに,1,なんにせよこちらの思惑どおりだ。
なーい,1,んんなんでもなーい。
なーるほど,1,なーるほどまぁ地元の風習じゃ仕方ないわな。
なーんて,1,なーんてそんな目で見ないでくださいよ。
にい,1,メえおにい。
にく,1,えっ俺にくれるのかありがとな。
にくく,1,しかしこうも見通しが悪いと進みにくくて仕方ねぇな。
にじむ,1,そうだな、君たちが血のにじむような努力をして進めた研究だ。
にじり寄っ,1,ねえ、なんでにじり寄ってくるのあんなの本当にたまたまだからね。
にゃあ,1,他の一兵卒にゃあ目を掛けられない立ち位置にいたかったんだけどなぁ。
にわか,1,にわかには信じかねるな。
にー,1,ひ、ひどいです余計ってそれが私の数少ない取柄なのにー。
ぬう,1,ぬうううう。
ぬおっ,1,ぬおっ。
ぬく,1,アレイン様、この先何があろうとあなたを守りぬくと誓います。
ぬぐ,1,ぬぐぅこ、こんなはずでは。
ぬり,1,反乱軍ごときを相手に何をやっておるワシの顔に泥をぬりおって。
ねぎらう,1,モニカ解放軍での功績が認められノルトハイム家は以前の権威を取り戻した彼女の高潔さとひたむきな姿勢は領民の支持を受け、敬愛する祖父を亡くしたあとも領主として見事に手腕を発揮した多忙の中でも、臣下たちと星空を見る催しを開き労をねぎらうことを忘れなかったという。
ねぐら,1,最近まで、この森は盗賊のねぐらになっていました。
ねこ,1,この傷では厳しいわねここは引くしか。
ねじ伏せ,1,チッ言うこと聞かねぇ連中なんざ力でねじ伏せてやるよ。
ねだっ,1,子供のころから槍の稽古ばかりねだって父にも呆れられました。
ねだり,1,ないものねだりになるのはわかるわ私も自由な暮らしに憧れがあったもの。
ねっ,1,首が常にこそばゆく体がくねってしまって。
ねつい,1,うふふ、可愛らしい子ねついいじめたくなっちゃうわ。
のうのう,1,貴様がのうのうと生きているところを見ると虫唾が走ってしょうがないんだ。
のける,1,魔女の里の奴らなら軽々とやってのけるんだろうな。
